,script_len,char_per_line,if_freq,false_freq,true_freq,whitesp_freq,lines_100,return_freq,var_freq,this_freq,toString_freq,eval_freq,comment_amount,words_count,vowel_freq,non_read_freq,scr_entropy,str_enc_freq,file_name
388,12048,12048.0,0.00825082508250825,0.0,0.0,0.007387118193891103,1.0,0.02035203520352035,0.026402640264026403,0.0,0.0016501650165016502,0.0,0,1818,0.08955843293492696,0.6242529880478087,5.131684924333203,0.12184594953519257,1584.txt
389,19009,19009.0,0.00631578947368421,0.0,0.0,0.005523699300331422,1.0,0.022105263157894735,0.022105263157894735,0.0,0.0005263157894736842,0.0,0,1900,0.07869956336472198,0.5696249145141775,5.469639097919078,0.0686516913041191,265.txt
390,3331,3331.0,0.025787965616045846,0.0,0.0,0.010507355148604023,1.0,0.03724928366762178,0.06017191977077364,0.0,0.0028653295128939827,0.0,0,349,0.11197838486940859,0.5640948664064845,5.5461586086273975,0.06004202942059442,299.txt
391,35883,35883.0,0.006117767015039511,0.0,0.0,0.004988434634785275,1.0,0.022941626306398163,0.017588580168238593,0.0,0.0005098139179199592,0.0,0,3923,0.07153805423180894,0.6302427333277597,5.268300747686456,0.07616420031769919,195.txt
392,5492,5492.0,0.021937842778793418,0.0,0.0,0.00819373634377276,1.0,0.031078610603290677,0.043875685557586835,0.0,0.0018281535648994515,0.0,0,547,0.09395484340859432,0.5792061179898034,5.527709663323019,0.05935906773488711,1012.txt
393,4725,4725.0,0.018480492813141684,0.0,0.0,0.007619047619047619,1.0,0.026694045174537988,0.045174537987679675,0.0,0.002053388090349076,0.0,0,487,0.10391534391534392,0.5767195767195767,5.5270439460926255,0.059682539682539684,1038.txt
394,5695,5695.0,0.013888888888888888,0.0,0.0,0.0064969271290605795,1.0,0.020833333333333332,0.03819444444444445,0.0,0.001736111111111111,0.0,0,576,0.10131694468832309,0.5747146619841966,5.5345109004694795,0.0611062335381914,978.txt
395,619941,619941.0,0.005423936135968583,3.218953196420524e-05,8.04738299105131e-05,0.002985768000503274,1.0,0.009174016609798493,0.006518380222751561,0.0,8.04738299105131e-05,0.0,0,62132,0.08850035729206489,0.5868719765267986,5.510490009573335,0.07264884884206722,415.txt
396,3241,3241.0,0.026470588235294117,0.0,0.0,0.010182042579450786,1.0,0.03529411764705882,0.058823529411764705,0.0,0.0029411764705882353,0.0,0,340,0.10860845418080839,0.5775995063252083,5.521599747020865,0.06201789571120025,395.txt
397,21357,21357.0,0.0069193742478941035,0.0,0.0,0.006555227794165847,1.0,0.019855595667870037,0.02256317689530686,0.0,0.0009025270758122744,0.0,0,3324,0.07711757269279393,0.6469541602284965,4.999252136554682,0.1323687783864775,936.txt
